Gene,Refseq,chr,start,end,strand,siNup153,siNup93,DamID_Nup153,DamID_Nup93,DamID_Class,siNup_any,siRNA_Class,siRNA_bool,DamID_bool,siNup93_expr,siNup93_bool,siNup153_expr,siNup153_bool,chr_loci,incl_nup_si_dam
FRMPD1,NM_014907,9,37651052,37746901,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.037651052,TRUE
TRMT10B,NM_001286953,9,37753800,37778969,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.0377538,TRUE
EXOSC3,NM_016042,9,37779711,37785089,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.037779711,TRUE
DCAF10,NM_001286810,9,37800551,37867665,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.037800551,TRUE
SLC25A51,NR_024872,9,37877572,37904350,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.037877572,TRUE
SHB,NM_003028,9,37915895,38069210,-,1,1,1,0,2,1,0,0,1,change,1,change,1,9.037915895,TRUE
ALDH1B1,NM_000692,9,38392661,38398662,+,0,0,1,1,3,0,0,0,1,none,0,none,0,9.038392661,TRUE
IGFBPL1,NM_001007563,9,38406525,38424444,-,1,1,0,0,0,1,0,0,0,change,1,change,1,9.038406525,TRUE
FAM95C,NR_047651,9,38540564,38545369,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.038540564,TRUE
ANKRD18A,NM_147195,9,38571361,38620360,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.038571361,TRUE
FAM201A,NR_027294,9,38621085,38623277,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.038621085,TRUE
CNTNAP3,NM_033655,9,39072764,39288300,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.039072764,TRUE
FAM74A1,NR_026803,9,39371062,39376913,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.039371062,TRUE
ZNF658B,NR_003528,9,39443814,39464526,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.039443814,TRUE
SPATA31A1,NM_001085452,9,39884942,39891210,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.039884942,TRUE
SPATA31A3,NM_001083124,9,40700291,40706537,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.040700291,TRUE
FAM74A3,NR_026801,9,40715524,40722679,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.040715524,TRUE
ZNF658,NM_033160,9,40771402,40792112,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.040771402,TRUE
SPATA31A7,NM_015667,9,41321110,41327364,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.04132111,TRUE
FAM74A6,NR_110999,9,41516054,41521999,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.041516054,TRUE
GLIDR,NR_126046,9,41948514,41955177,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.041948514,TRUE
KGFLP2,NR_003670,9,41958802,42019584,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.041958802,TRUE
LOC102724238,NR_126048,9,42018871,42020413,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.042018871,TRUE
LOC554249,NR_126049,9,42018875,42020413,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.042018875,TRUE
FAM95B1,NR_026759,9,42468589,42474238,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.042468589,TRUE
FOXD4L4,NM_199244,9,42718066,42719316,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.042718066,TRUE
LOC101928381,NR_121570,9,42771708,42782614,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.042771708,TRUE
AQP7P3,NR_026558,9,42858152,42893137,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.042858152,TRUE
GXYLT1P3,NR_121572,9,43003239,43008397,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.043003239,TRUE
ANKRD20A2,NM_001012421,9,43090425,43133544,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.043090425,TRUE
LOC642929,NR_027472,9,43140537,43145484,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.043140537,TRUE
FAM74A7,NR_126166,9,43608373,43615527,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.043608373,TRUE
SPATA31A6,NM_001145196,9,43624502,43630730,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.043624502,TRUE
CNTNAP3B,NM_001201380,9,43684885,43922473,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.043684885,TRUE
CNTNAP3P2,NR_111893,9,43685196,43921493,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.043685196,TRUE
XLOC_007697,NR_131213,9,44181511,44182719,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.044181511,TRUE
LOC101927827,NR_121564,9,44384585,44391314,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.044384585,TRUE
LOC103908605,NR_126050,9,44401770,44403260,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.04440177,TRUE
FAM27C,NR_027421,9,44990236,44991492,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.044990236,TRUE
LOC102723709,NR_121606,9,45003234,45005290,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.045003234,TRUE
FAM27E2,NR_103714,9,46385604,46387373,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.046385604,TRUE
KGFLP1,NR_047527,9,46687557,46746820,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.046687557,TRUE
LINC01189,NR_046203,9,46763791,46833319,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.046763791,TRUE
FAM74A4,NR_026802,9,65487273,65494386,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.065487273,TRUE
SPATA31A5,NM_001113541,9,65503363,65509610,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.065503363,TRUE
LINC01410,NR_121647,9,66457289,66469310,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.066457289,TRUE
PTGER4P2-CDK2AP2P2,NR_024496,9,66494269,66503030,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.066494269,TRUE
LOC403323,NR_122076,9,66513680,66553911,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.06651368,TRUE
LOC728673,NR_126047,9,66553200,66555601,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.0665532,TRUE
LOC286297,NR_046175,9,67017375,67032072,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.067017375,TRUE
AQP7P1,NR_002817,9,67270215,67289492,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.067270215,TRUE
FAM27E3,NR_103833,9,67784944,67786625,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.067784944,TRUE
FAM27B,NR_027422,9,67792929,67794189,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.067792929,TRUE
ANKRD20A1,NM_032250,9,67926761,67969840,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.067926761,TRUE
ANKRD20A3,NM_001012419,9,67926795,67970293,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.067926795,TRUE
MIR4477A,NR_039688,9,68415308,68415388,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.068415308,TRUE
MIR4477B,NR_039689,9,68415308,68415388,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.068415308,TRUE
FRG1JP,NR_033907,9,68427783,68454375,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.068427783,TRUE
FRG1HP,NR_034006,9,68726541,68748376,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.068726541,TRUE
MIR1299,NR_031629,9,69002239,69002321,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.069002239,TRUE
PGM5P2,NR_002836,9,69080244,69147854,-,1,0,0,0,0,1,0,0,0,none,0,change,1,9.069080244,TRUE
LOC440896,NR_015361,9,69174214,69181041,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.069174214,TRUE
FOXD4L6,NM_001085476,9,69199480,69202204,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.06919948,TRUE
CBWD6,NM_001085457,9,69204538,69262593,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.069204538,TRUE
ANKRD20A4,NM_001098805,9,69381981,69425109,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.069381981,TRUE
LOC100133920,NR_024443,9,69651361,69664949,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.069651361,TRUE
FOXD4L5,NM_001126334,9,70175707,70178815,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.070175707,TRUE
CBWD5,NM_001286835,9,70432004,70490211,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.070432004,TRUE
CBWD3,NM_201453,9,70856861,70914951,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.070856861,TRUE
FOXD4L3,NM_199135,9,70917783,70920000,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.070917783,TRUE
PGM5-AS1,NR_121192,9,70970080,70972782,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.07097008,TRUE
PGM5,NM_021965,9,70971815,71145977,+,1,1,0,0,0,1,0,0,0,change,1,change,1,9.070971815,TRUE
TMEM252,NM_153237,9,71151498,71155783,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.071151498,TRUE
LINC01506,NR_109769,9,71158457,71161518,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.071158457,TRUE
PIP5K1B,NM_003558,9,71320330,71624092,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.07132033,TRUE
FAM122A,NM_138333,9,71394964,71398609,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.071394964,TRUE
LOC101927069,NR_110647,9,71568004,71590757,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.071568004,TRUE
PRKACG,NM_002732,9,71627449,71629039,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.071627449,TRUE
FXN,NM_001161706,9,71650479,71715094,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.071650479,TRUE
TJP2,NM_001170414,9,71736180,71870124,+,0,1,0,0,0,1,0,0,0,change,1,none,0,9.07173618,TRUE
BANCR,NR_047671,9,71911597,71921972,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.071911597,TRUE
FAM189A2,NM_001127608,9,71939488,72007370,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.071939488,TRUE
APBA1,NM_001163,9,72042449,72287275,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.072042449,TRUE
PTAR1,NM_001099666,9,72324438,72374876,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.072324438,TRUE
C9orf135-AS1,NR_038833,9,72434321,72435655,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.072434321,TRUE
C9orf135,NR_131756,9,72435721,72521151,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.072435721,TRUE
MAMDC2,NR_125850,9,72658497,72841888,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.072658497,TRUE
MAMDC2-AS1,NR_040076,9,72768050,72790804,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.07276805,TRUE
SMC5-AS1,NR_039990,9,72830975,72873790,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.072830975,TRUE
SMC5,NM_015110,9,72873878,72969789,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.072873878,TRUE
KLF9,NM_001206,9,72999513,73029573,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.072999513,TRUE
TRPM3,NM_001007471,9,73149966,73736514,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.073149966,TRUE
MIR204,NR_029621,9,73424891,73425000,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.073424891,TRUE
TMEM2,NM_013390,9,74298282,74383800,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.074298282,TRUE
ABHD17B,NM_016014,9,74477368,74526148,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.074477368,TRUE
C9orf85,NM_182505,9,74526423,74588371,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.074526423,TRUE
C9orf57,NM_001128618,9,74666297,74675521,-,0,0,1,0,2,0,0,0,1,none,0,none,0,9.074666297,TRUE
GDA,NM_001242507,9,74729511,74867140,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.074729511,TRUE
LINC01504,NR_110952,9,74920352,74958126,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.074920352,TRUE
ZFAND5,NM_006007,9,74966341,74980163,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.074966341,TRUE
TMC1,NM_138691,9,75136717,75451267,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.075136717,TRUE
LINC01474,NR_121120,9,75486645,75489025,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.075486645,TRUE
ALDH1A1,NM_000689,9,75515578,75568233,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.075515578,TRUE
ANXA1,NM_000700,9,75766647,75785310,+,0,1,0,0,0,1,0,0,0,change,1,none,0,9.075766647,TRUE
MIR6130,NR_106746,9,76368040,77204569,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.07636804,TRUE
LOC101927358,NR_121182,9,76986447,76998446,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.076986447,TRUE
RORB-AS1,NR_125791,9,77088351,77113469,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.077088351,TRUE
RORB,NM_006914,9,77112252,77302117,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.077112252,TRUE
TRPM6,NM_001177310,9,77337411,77502636,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.077337411,TRUE
C9orf40,NM_017998,9,77561499,77567802,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.077561499,TRUE
C9orf41-AS1,NR_121183,9,77567881,77612296,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.077567881,TRUE
CARNMT1,NM_152420,9,77597873,77643310,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.077597873,TRUE
NMRK1,NM_017881,9,77676116,77703133,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.077676116,TRUE
OSTF1,NM_012383,9,77703398,77762114,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.077703398,TRUE
PCSK5,NM_001190482,9,78505560,78977255,+,0,1,0,0,0,1,0,0,0,change,1,none,0,9.07850556,TRUE
RFK,NM_018339,9,79000433,79009444,-,-1,0,1,1,3,1,2,1,1,none,0,change,1,9.079000433,TRUE
RPSAP9,NR_026890,9,79013515,79014954,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.079013515,TRUE
GCNT1,NM_001097634,9,79056582,79122332,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.079056582,TRUE
PRUNE2,NM_015225,9,79226292,79521003,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.079226292,TRUE
PCA3,NR_132313,9,79379352,79402485,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.079379352,TRUE
FOXB2,NM_001013735,9,79634571,79635869,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.079634571,TRUE
VPS13A-AS1,NR_026668,9,79791672,79792833,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.079791672,TRUE
VPS13A,NM_033305,9,79792361,80032399,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.079792361,TRUE
GNA14,NM_004297,9,80037995,80263232,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.080037995,TRUE
GNA14-AS1,NR_121184,9,80062565,80141678,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.080062565,TRUE
GNAQ,NM_002072,9,80331190,80646365,-,-1,1,0,0,0,1,2,1,0,change,1,change,1,9.08033119,TRUE
CEP78,NM_001098802,9,80850991,80881983,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.080850991,TRUE
PSAT1,NM_058179,9,80911991,80945009,+,1,1,0,0,0,1,0,0,0,change,1,change,1,9.080911991,TRUE
LOC101927450,NR_109771,9,81750338,81760581,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.081750338,TRUE
TLE4,NM_007005,9,82186688,82341796,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.082186688,TRUE
LINC01507,NR_121213,9,82439445,82649470,+,1,0,0,0,0,1,0,0,0,none,0,change,1,9.082439445,TRUE
TLE1,NM_001303104,9,84198598,84304450,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.084198598,TRUE
LOC101927502,NR_109772,9,84304628,84391814,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.084304628,TRUE
SPATA31D5P,NR_026851,9,84528352,84534842,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.084528352,TRUE
SPATA31D4,NM_001145197,9,84543343,84549913,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.084543343,TRUE
SPATA31D3,NM_207416,9,84558415,84565009,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.084558415,TRUE
SPATA31D1,NM_001001670,9,84603687,84610171,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.084603687,TRUE
RASEF,NM_152573,9,85594500,85678043,-,0,1,1,0,2,1,0,0,1,change,1,none,0,9.0855945,TRUE
FRMD3,NM_001244959,9,85857905,86153348,-,1,1,0,0,0,1,0,0,0,change,1,change,1,9.085857905,TRUE
IDNK,NR_046422,9,86237964,86259045,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.086237964,TRUE
UBQLN1,NM_053067,9,86274878,86323168,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.086274878,TRUE
GKAP1,NM_025211,9,86354336,86432752,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.086354336,TRUE
KIF27,NM_017576,9,86451615,86536380,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.086451615,TRUE
C9orf64,NM_032307,9,86553227,86571663,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.086553227,TRUE
HNRNPK,NM_031262,9,86582998,86595569,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.086582998,TRUE
MIR7-1,NR_029605,9,86584663,86584772,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.086584663,TRUE
RMI1,NM_024945,9,86595637,86618987,+,1,1,0,0,0,1,0,0,0,change,1,change,1,9.086595637,TRUE
LOC101927575,NR_110995,9,86678358,86709494,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.086678358,TRUE
SLC28A3,NM_022127,9,86890765,86983413,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.086890765,TRUE
NTRK2,NM_006180,9,87283373,87641985,+,1,1,1,0,2,1,0,0,1,change,1,change,1,9.087283373,TRUE
AGTPBP1,NM_001286717,9,88161454,88356944,-,-1,0,1,0,2,1,2,1,1,none,0,change,1,9.088161454,TRUE
LOC389765,NR_029410,9,88420917,88457794,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.088420917,TRUE
NAA35,NM_024635,9,88556057,88637217,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.088556057,TRUE
GOLM1,NM_177937,9,88641058,88715116,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.088641058,TRUE
LOC101927623,NR_110996,9,88742455,88771987,+,1,1,0,0,0,1,0,0,0,change,1,change,1,9.088742455,TRUE
C9orf153,NM_001276367,9,88835180,88874572,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.08883518,TRUE
ISCA1,NM_030940,9,88879463,88897490,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.088879463,TRUE
ZCCHC6,NM_001185074,9,88902648,88969402,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.088902648,TRUE
GAS1,NM_002048,9,89559277,89562104,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.089559277,TRUE
LOC100506834,NR_049794,9,89563613,89616948,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.089563613,TRUE
LOC440173,NR_027471,9,89623366,89657041,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.089623366,TRUE
LOC494127,NR_036691,9,89698801,89700140,-,1,0,0,0,0,1,0,0,0,none,0,change,1,9.089698801,TRUE
C9orf170,NM_001001709,9,89763559,89774641,+,1,1,0,0,0,1,0,0,0,change,1,change,1,9.089763559,TRUE
DAPK1,NM_001288730,9,90112596,90323549,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.090112596,TRUE
CTSL,NM_145918,9,90340974,90346384,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.090340974,TRUE
CTSL3P,NR_027917,9,90387830,90401799,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.09038783,TRUE
CTSLP8,NR_033405,9,90459660,90462339,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.09045966,TRUE
LOC392364,NR_040117,9,90472958,90473971,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.090472958,TRUE
SPATA31E1,NM_178828,9,90497772,90503814,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.090497772,TRUE
SPATA31C1,NM_001145124,9,90532877,90538572,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.090532877,TRUE
CDK20,NM_001170640,9,90581359,90589695,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.090581359,TRUE
SPATA31C2,NM_001166137,9,90744220,90749900,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.09074422,TRUE
SPIN1,NM_006717,9,91003297,91093622,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.091003297,TRUE
NXNL2,NM_145283,9,91150016,91190704,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.091150016,TRUE
LOC286238,NM_001100111,9,91262094,91267075,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.091262094,TRUE
MIR4289,NR_036252,9,91360751,91360820,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.091360751,TRUE
C9orf47,NM_001142413,9,91605778,91611057,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.091605778,TRUE
S1PR3,NM_005226,9,91606324,91620069,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.091606324,TRUE
SHC3,NM_016848,9,91620686,91793682,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.091620686,TRUE
CKS2,NM_001827,9,91926110,91931618,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.09192611,TRUE
MIR3153,NR_036108,9,91927140,91927221,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.09192714,TRUE
SECISBP2,NM_024077,9,91933388,91974578,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.091933388,TRUE
SEMA4D,NM_001142287,9,91975706,92094611,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.091975706,TRUE
GADD45G,NM_006705,9,92219927,92221469,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.092219927,TRUE
UNQ6494,NR_024280,9,92254698,92334674,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.092254698,TRUE
LOC101927847,NR_109791,9,92731698,92749768,+,0,0,1,0,2,0,0,0,1,none,0,none,0,9.092731698,TRUE
LOC286370,NR_038882,9,92782936,92803781,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.092782936,TRUE
MIR4290,NR_036253,9,92785723,92785817,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.092785723,TRUE
LINC01508,NR_109795,9,93063178,93195771,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.093063178,TRUE
LINC01501,NR_034157,9,93224714,93345028,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.093224714,TRUE
DIRAS2,NM_017594,9,93372114,93405387,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.093372114,TRUE
SYK,NM_001174168,9,93564209,93660842,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.093564209,TRUE
LOC100129316,NR_033912,9,93825576,93837414,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.093825576,TRUE
AUH,NM_001698,9,93976097,94124206,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.093976097,TRUE
NFIL3,NM_001290000,9,94171327,94186908,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.094171327,TRUE
MIR3910-1,NR_037472,9,94398533,94398643,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.094398533,TRUE
MIR3910-2,NR_037489,9,94398549,94398627,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.094398549,TRUE
ROR2,NM_004560,9,94484878,94712444,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.094484878,TRUE
SPTLC1,NM_006415,9,94793416,94877756,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.094793416,TRUE
LOC100128076,NR_015444,9,94895116,94900911,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.094895116,TRUE
LINC00475,NR_027341,9,94903749,94921890,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.094903749,TRUE
IARS,NM_013417,9,94972490,95056038,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.09497249,TRUE
MIR3651,NR_037424,9,95054740,95054829,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.09505474,TRUE
SNORA84,NR_003704,9,95054743,95054875,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095054743,TRUE
NOL8,NM_001256394,9,95059640,95087876,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.09505964,TRUE
CENPP,NM_001286969,9,95087750,95377437,+,1,1,0,0,0,1,0,0,0,change,1,change,1,9.09508775,TRUE
OGN,NM_014057,9,95146249,95166937,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095146249,TRUE
OMD,NM_005014,9,95176527,95186836,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095176527,TRUE
ASPN,NM_001193335,9,95218489,95244844,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095218489,TRUE
ECM2,NM_001197296,9,95255829,95298374,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.095255829,TRUE
MIR4670,NR_039817,9,95290266,95290340,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095290266,TRUE
IPPK,NM_022755,9,95375466,95432547,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095375466,TRUE
LOC100128361,NR_036505,9,95380332,95382817,+,1,1,0,0,0,1,0,0,0,change,1,change,1,9.095380332,TRUE
BICD2,NM_015250,9,95473645,95527083,-,1,1,0,0,0,1,0,0,0,change,1,change,1,9.095473645,TRUE
ANKRD19P,NR_026868,9,95571893,95600739,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095571893,TRUE
ZNF484,NM_001261459,9,95607313,95640320,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095607313,TRUE
LOC642943,NR_111003,9,95644849,95651837,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095644849,TRUE
FGD3,NM_001083536,9,95709601,95798518,+,1,0,0,0,0,1,0,0,0,none,0,change,1,9.095709601,TRUE
LOC101927954,NR_121565,9,95770397,95777226,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095770397,TRUE
SUSD3,NM_001287007,9,95820970,95847418,+,0,0,1,0,2,0,0,0,1,none,0,none,0,9.09582097,TRUE
C9orf89,NM_032310,9,95858450,95875565,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.09585845,TRUE
NINJ1,NM_004148,9,95883771,95896570,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.095883771,TRUE
WNK2,NM_006648,9,95947212,96082854,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.095947212,TRUE
